지수	그는 그녀가 그 금지령을 곧 풀어주기를 바랐어. 그는 부부가 [MASK]의 성인 '우'씨를 따르자고 제안했지. 그게 남편의 성보다 훨씬 고귀하다면서 말이야. 그는 오늘 그녀에게 온 편지가 있는지 물었어.
강민	"나는 산 위에서 예배를 드린다고 생각했는데, 여전히 숲에서 세속을 섬기고 있었군! 하하!" "오, [MASK] 도련님! 이게 대체 무슨 뜻인가요? 제가 무슨 잘못을 했다고!" "잘못?" 그가 영혼 없는 비웃음을 흘리며 말했어.
지수	[MASK]은 너무 놀라 좌석 뒤로 몸을 바짝 붙였고, 그는 말을 더 세게 몰아 그녀를 더 흔들어댔어. "다른 방법은 없나요?" 절망에 빠진 그녀가 외쳤어. 그녀의 커다란 눈은 겁에 질린 야생 동물처럼 그를 빤히 쳐다봤지.
지수	[MASK]은 결국 가기로 했어. 일주일 내내 양계장에서 단조로운 일만 하던 그녀에게, 동료들의 유쾌한 분위기는 전염성이 강해서 생각보다 여행이 즐거웠지. 그녀는 그 후로도 몇 번이고 그곳을 찾았어.
지수	하지만 [MASK]과 그녀의 어머니가 사는 집에는 그 어떤 농부도 소를 보내주지 않았어. 그들은 그저 여자들일 뿐이었고, 정식 일꾼도 아니었으며, 딱히 어디서 필요로 하는 사람들도 아니었으니까. 그래서 직접 돈을 내고 달구지를 빌려야 했고, 아무런 도움도 받지 못했지.
지수	날이 밝고 일상이 시작되자 그 환상적인 분위기는 사라졌어. [MASK]은 그 기묘하고 신비로운 아름다움을 잃었지. 햇살 아래 반짝이는 그녀의 입술과 눈은 이제 다시 평범한 과수원 일꾼의 모습일 뿐이었고, 그녀는 다시 세상의 다른 여자들과 맞서 자신을 지켜내야 했어.
안 대리	그러자 그가 조용히 나타났어. "안 대리, [MASK] 씨, 고향이 어디요?" "말씀드리고 싶지 않습니다." "그럼 당신에 대해 뭐든 좀 말해줄 수 있나요?" "하고 싶지 않습니다."
안 대리	마침내 보입니다, 느껴집니다. 내 인생의 예정된 목적을 꿰뚫어 보게 되었습니다. 만족합니다. 다른 이들은 더 숭고한 역할을 수행할지 모르나, [MASK], 이 세상에서 제 사명은 당신이 머물고 싶을 때까지 사무실 자리를 내어주는 것입니다.
안 대리	그가 우리 팀에 합류한 지 사흘째 되는 날이었을 겁니다. 서류 검토를 시킬 일도 생기기 전이었죠. 급하게 처리해야 할 업무 때문에 바빴던 저는 갑자기 [MASK]을 불렀습니다.
안 대리	시간이 흐를수록 나는 이 서기 때문에 겪는 내 고난이 이미 영겁 전부터 정해진 운명이라는 확신에 빠졌어. [MASK]은 어떤 신비로운 목적을 위해 내게 배정된 존재였고, 일개 필멸자인 내가 감히 그 깊은 뜻을 헤아릴 수는 없었지.
안 대리	며칠 뒤, 다른 직원들은 자리를 비웠고 나는 우편으로 보낼 편지들을 서둘러 처리해야 했어. 다른 할 일도 없으니 [MASK]이 이번만큼은 고집을 꺾고 편지들을 우체국에 가져다줄 거라고 생각했지.
안 대리	하지만 어느 날 오후, 내 안의 나쁜 충동이 나를 지배했고 다음과 같은 상황이 벌어졌어. "[MASK] 씨," 내가 말했지. "그 서류들 복사가 다 끝나면 같이 대조해 봅시다." "하고 싶지 않습니다." "뭐라고요?
안 대리	그동안 [MASK]은 자기만의 칸막이 안에 앉아 자신의 독특한 업무 외에는 모든 것을 잊은 듯했어. 며칠이 지났고 그 서기는 또 다른 방대한 작업에 매달렸지. 그의 최근 기이한 행동 때문에 나는 그의 일거수일투족을 유심히 지켜보게 되었어.
안 대리	가끔 바쁜 업무를 처리하다 보면, 나도 모르게 다급한 목소리로 [MASK]을 부르곤 했다. 서류를 묶을 빨간 끈의 매듭 위에 손가락을 좀 대달라는 식의 사소한 심부름을 시키기 위해서였다.
안 대리	기묘한 발견을 할 것 같은 예감이 나를 맴돌았어. 그 서기의 창백한 모습이 낯선 사람들 사이에 놓인 수의처럼 보였지. 그때 문득 잠겨 있는 [MASK]의 책상이 내 눈에 들어왔어. 열쇠는 꽂힌 채 그대로였지.
안 대리	즉시 내 귀를 의심했거나, 아니면 [MASK]이 내 말을 완전히 잘못 알아들었을 거라는 생각이 들었어. 나는 내가 낼 수 있는 가장 또렷한 목소리로 다시 부탁했지. 하지만 돌아온 대답은 아까와 똑같이 선명했어. "하고 싶지 않습니다."
안 대리	"[MASK] 씨, 오늘은 점심 안 먹겠습니다." 그가 고개를 돌리며 말했어. "저랑은 잘 안 맞네요. 점심 먹는 게 익숙하지 않아서요." 그렇게 말하고 그는 천천히 담벼락 쪽으로 자리를 옮겨 벽을 마주 보고 섰어.
안 대리	이런 슬픈 환상들, 아마도 피곤한 뇌가 만들어낸 망상이었겠지만, 이런 생각들은 [MASK]의 기이함에 대한 더 구체적인 생각들로 이어졌어. 기묘한 발견을 할 것 같은 예감이 나를 맴돌았지. 창백한 서기의 모습이 마치 수의에 싸여 낯선 이들 사이에 누워 있는 것 같았어.
안 대리	날이 갈수록 나는 [MASK]에게 꽤 익숙해졌어. 그의 성실함, 흐트러짐 없는 태도, (칸막이 뒤에 서서 멍하니 사색에 잠길 때를 빼면) 끊임없는 근면함, 그리고 어떤 상황에서도 변치 않는 침착함은 그를 아주 소중한 직원으로 만들었지.
안 대리	나는 그를 변호사 사무실로 불렀고, 변호사는 우리를 두고 나갔어. "[MASK] 씨," 내가 말했어. "사무실에서 해고된 뒤에도 복도에 계속 버티고 앉아 있는 게 나한테 얼마나 큰 골칫거리인지 알고는 있습니까?"
안 대리	내가 느낀 놀라움, 아니 경악을 상상해 보게. [MASK]은 자기 자리에서 움직이지도 않고 특유의 온화하면서도 단호한 목소리로 대답했어. "하고 싶지 않습니다." 나는 멍해진 정신을 가다듬으며 한동안 침묵 속에 앉아 있었지.
서현	내가 이 말을 인정해야 할까요? 그날 오후 나는 그에게 더 이상 아무 말도 하지 않고 사무실을 나왔습니다. 그 후 며칠 동안 틈틈이 시간을 내어 "[MASK]의 의지론"과 "운명론에 관한 고찰" 같은 책들을 뒤적거리며 시간을 보냈죠.
안 대리	"내일이나 모레쯤엔 서류 검토를 좀 도와주겠다고 말해봐요. 아니, 그냥 하루 이틀 안에는 좀 말이 통하는 사람이 되겠다고만이라도 말해봐요. 그렇게 좀 해봐요, [MASK] 씨." "지금은 별로 말이 통하는 사람이 되고 싶지 않네요." 그가 특유의 창백하고 힘없는 목소리로 대답했습니다.
안 대리	가끔 내게 용무가 있는 변호사가 사무실에 찾아왔다가 서기 말고는 아무도 없는 걸 보고, 내 행방에 대해 정확한 정보를 얻으려 애쓰곤 했습니다. 하지만 [MASK]은 그의 실속 없는 말에는 아랑곳하지 않고 방 한가운데에 미동도 없이 서 있곤 했죠.
안 대리	내 놀란 눈으로 직접 확인한 [MASK]에 대한 모습, 그것이 내가 아는 그의 전부입니다. 물론 나중에 전해 들은 모호한 소문 하나가 있긴 하지만요. 처음 내 앞에 나타났던 그 서기를 소개하기 전에, 먼저 해야 할 말이 있습니다.
안 대리	"[MASK]하지 않는 편을 택하겠습니다." 그는 예의 바르지만 느릿하게 말하고는 조용히 사라졌습니다. "아주 좋습니다, [MASK] 씨." 나는 아주 차분하면서도 엄격하게, 곧 닥쳐올 무서운 대가를 암시하는 목소리로 대답했습니다.
안 대리	담당 공무원을 찾아가 방문 목적을 설명하자, 내가 묘사한 그 사람이 정말 안에 있다는 답이 돌아왔습니다. 나는 그 관리에게 [MASK]이 비록 설명할 수 없을 만큼 기이하긴 해도, 아주 정직한 사람이며 동정받아 마땅한 처지라고 간곡히 설명했습니다.
안 대리	다른 필사원들의 삶에 대해서라면 내가 전기를 한 권 써낼 수도 있겠지만, [MASK]에 대해서는 그럴 수가 없습니다. 이 사람에 대해서는 만족스러운 평전을 쓸 만한 그 어떤 자료도 남아있지 않기 때문입니다. 이건 문학계의 회복할 수 없는 손실입니다.
안 대리	그는 [MASK]의 그 마지막 말을 엿들었습니다. "'안 하는 편을 택하겠다'고요?" 니퍼스가 이를 갈며 말했습니다. "저라면 차라리 그놈을 '선택'해 버리겠는데요, 부장님. 저 고집불통 미련곰탱이 같은 놈한테 아주 확실한 선택지를 줘버리겠다고요!"
안 대리	또 며칠이 지났습니다. [MASK]의 눈 상태가 좋아졌는지 아닌지는 알 수 없었습니다. 겉보기에는 좋아진 것 같았지만, 내가 물어봐도 그는 아무런 대답도 해주지 않았습니다. 어쨌든 그는 더 이상 아무런 복사 작업도 하지 않았습니다.
안 대리	내 구인 광고를 보고, 어느 여름날 아침 한 젊은이가 사무실 문턱에 미동도 없이 서 있었습니다. 문은 열려 있었죠. 지금도 그 모습이 선합니다. 창백할 정도로 깔끔하고, 애처로울 만큼 단정하며, 구제 불능일 정도로 쓸쓸해 보이던 그 실루엣! 바로 [MASK]이었습니다.
안 대리	그래요, [MASK] 씨, 거기 칸막이 뒤에 그대로 계세요. 나는 생각했습니다. 더 이상 당신을 괴롭히지 않겠습니다. 당신은 여기 있는 낡은 의자들처럼 아무런 해가 없고 조용하니까요. 요컨대, 당신이 여기 있다는 걸 알 때 나는 가장 완벽한 사생활을 보장받는 기분이 듭니다.
안 대리	다음 날 나는 [MASK]이 벽만 바라보며 멍하니 창가에 서 있는 것 말고는 아무것도 하지 않는다는 걸 알게 됐습니다. 왜 글을 쓰지 않느냐고 묻자, 그는 더 이상 아무것도 쓰지 않기로 결심했다고 말했습니다. "아니, 갑자기 왜요? 대체 무슨 일입니까?"
안 대리	결국 업무상 필요가 다른 모든 고려 사항을 압도하게 되었습니다. 나는 최대한 예의를 갖춰 [MASK]에게 엿새 안으로 조건 없이 사무실을 나가야 한다고 말했습니다. 그동안 다른 거처를 구할 방도를 찾아보라고 경고도 덧붙였죠.
안 대리	그리하여 어떤 의미에서는 사생활과 공동체 생활이 공존하게 되었습니다. 처음에 [MASK]은 엄청난 양의 글을 썼습니다. 마치 오랫동안 복사할 거리에 굶주렸던 사람처럼, 내 서류들을 집어삼키는 것 같았죠. 소화할 틈도 없이 말입니다.
안 대리	나의 맹목적인 고집이 다시 살아났습니다. 이 여위고 돈 한 푼 없는 놈, 내가 고용한 직원에게 이보다 더 수치스럽게 거절당할 일이 또 있을까요? 아주 합리적인 부탁인데 그가 분명히 거절할 만한 일이 또 뭐가 있을까요? "[MASK] 씨!"
지수	하지만 잎과 꽃이 무성해지면 저 죽은 나무를 뒤덮은 장미들이 죽은 가지를 다 가려줄 거야. 그럼 더 이상 죽은 것처럼 보이지 않겠지. 세상에서 가장 예쁜 곳이 될 거야." [MASK]은 여전히 나무를 바라보며 생각에 잠겼습니다.
지수	"그는 내 유일한 친구예요." "난 친구가 한 명도 없어." [MASK]이 말했습니다. "단 한 번도 없었지. 유모는 나를 싫어했고 난 누구와도 놀아본 적이 없어."
은우	"그리고 난 문으로 들어온 게 아니야. 담을 넘어서 왔지. 지난 2년 동안은 류머티즘 때문에 그러질 못했어." "당신이 와서 가지치기를 좀 해줬군요!" [MASK]이 외쳤습니다.
지수	"나만의 정원을 가질 수 있어!" [MASK]이 외쳤습니다. "내가 원하는 곳에 정원을 만들 거야! 당분간 가정교사 같은 건 필요 없어! 너희 어머니가 나를 보러 오실 거고, 나도 너희 집으로 놀러 갈 거야!"
지수	"그 선생님이 다른 의사분한테 꽤 거칠게 말씀하시더라고요. 예의는 갖췄지만요. 약을 너무 많이 썼고 아이가 제멋대로 하게 너무 내버려 뒀다면서요." "[MASK]은 정말 버릇없는 아이인 것 같아." 지수가 말했어.
지수	"넌 꼭 울새 같아." 어느 날 아침 그가 고개를 들어 곁에 서 있는 그녀를 보고 말했어. "언제 나타날지, 어느 쪽에서 나타날지 도통 알 수가 없거든." "그 울새랑 난 이제 친구야." [MASK]이 말했어.
준서	"그건 벽에 있는 담쟁이넝쿨 아래에 있어." 만약 준서가 튼튼하고 건강한 아이였다면 [MASK]은 아마도 "만세! 만세!"라고 소리쳤겠지만, 그는 약하고 신경질적이었어. 그의 눈은 점점 커졌고 숨을 가쁘게 몰아쉬었지.
지수	"하지만 볼 건 아무것도 없네." [MASK]은 아무런 대답도 하지 않았어. 그녀는 길을 따라 내려가 두 번째 초록색 문을 통과했어. 거기엔 더 많은 벽과 채소밭, 비닐하우스가 있었지만, 두 번째 벽에도 초록색 문이 하나 더 있었고 그 문은 닫혀 있었지.
지수	"하지만 그게 다가 아니야." [MASK]은 엄숙한 흥분에 휩싸여 창백해진 얼굴로 말을 이어갔어. "나머지는 더 대단해. 정원으로 들어가는 문이 있어. 내가 찾았어. 벽에 있는 담쟁이넝쿨 아래에 숨겨져 있었어."
은우	"우리 [MASK]은 혼자서 저 뒷산에 가서 몇 시간이고 놀곤 해요. 그렇게 조랑말이랑 친구가 된 거죠. 산에는 걔를 알아보는 양들도 있고, 걔 손바닥 위에 앉아서 모이를 먹는 새들도 있어요."
지수	"내가 이상한 놈이라고 생각하는 거 알아." 그가 말했어. "하지만 너도 내가 본 애들 중에 제일 희한한 계집애야." 그러자 [MASK]이 이상한 행동을 했어. 몸을 앞으로 기울여 평소라면 누구에게도 묻지 않았을 질문을 던진 거지.
지수	"그 애는 이제 겨우 네 살이야. 가끔 보면 네가 머리가 좀 어떻게 된 거 아닌가 싶다니까." [MASK]은 그 말을 듣고 한 시간 동안 뾰로통한 표정을 지었지만, 그 덕분에 완전히 새로운 생각들을 하게 되었어.
지수	"네 정원은 어디 있니?" [MASK]의 가느다란 두 손이 무릎 위에서 서로를 꼭 쥐었어. 무슨 말을 해야 할지 몰라 그녀는 일 분 동안 아무 말도 하지 못했어. 이런 상황은 단 한 번도 생각해본 적이 없었거든. 그녀는 비참한 기분이 들었지.
지수	"이 나무에 아직 초록빛이 남아있어. 이것 좀 봐." 그가 말하기도 전에 [MASK]은 무릎을 굽히고 앉아 온 힘을 다해 바라보았어. "이렇게 약간 초록빛이 돌고 생기가 있으면, 이건 살아있는 거야." 그가 설명했지.
지수	"그리고 제발... 제발 당분간은 가정교사 선생님을 붙이지 말아 주세요." 그는 다시 이마를 문지르며 그녀를 빤히 쳐다보았어. "그 박 씨 아줌마가 말했던 게 바로 이거였군." 그가 혼잣말로 중얼거렸지. 그때 [MASK]이 작은 용기를 냈어.
지수	"이것들이 어떻게 밀고 올라왔는지 좀 봐요, 여기도, 여기도요! 어머! 이것 좀 보세요!" 그가 무릎을 꿇고 엎드리자 [MASK]도 그 옆에 같이 엎드렸어. 그들은 보라색과 주황색, 금색으로 활짝 피어난 꽃무더기를 발견했지.
지수	"그는 아주 화를 내면서 사람들이 자기를 꼽추라고 생각해서 쳐다보는 거라고 말했어요. 그러다 열이 올라서 밤새 앓아누웠대요." "만약 그가 나한테 화를 낸다면, 난 다시는 그를 보러 가지 않을 거야." [MASK]이 말했어.
준서	"아무도 모르게 준서를 그 정원에 데려가는 게 가능할까요? 유명한 교수님은 그에게 신선한 공기가 꼭 필요하다고 하셨고, [MASK]는 비밀의 정원에서 마시는 공기라면 기꺼이 마시겠다고 했거든요."
지수	"[MASK]는 묘하게 고집이 센 아이였는데, 이제 정말 흥미로운 목표가 생기자 그 일에 완전히 몰입했어. 지치지도 않고 꾸준히 땅을 파고 잡초를 뽑았는데, 시간이 갈수록 자기 일에 더 큰 즐거움을 느끼는 것 같았지."
지수	"자기가 하고 싶었던 대로, [MASK]는 그 초록색 문으로 가서 손잡이를 돌렸어. 그 신비한 정원을 정말 찾은 건지 확신하고 싶어서 문이 열리지 않기를 바라는 마음도 있었지만, 문은 너무 쉽게 열렸고 그녀는 과수원 안으로 들어서게 됐지."
은우	"두 사람 다 맥박이 빨라지는 걸 느꼈어. '우리 엄마야!' 두 사람이 중간에서 만났을 때 [MASK]가 다시 말했지. '네가 엄마를 보고 싶어 하는 걸 알고 내가 문이 어디 숨겨져 있는지 말씀드렸거든.'"
준서	"조금만 지나면 더 이상 무섭지 않을 거야." "정말 그럴까?" [MASK]가 말하고는 무언가 생각에 잠긴 듯 가만히 누워 있었어. 잠시 동안 정말 고요했고, 해는 점점 낮게 떨어지고 있었지.
지수	"우리를 부르는 저 울새는 어디 있지?" 빨간 열매가 달린 무성한 호랑가시나무 숲에서 지저귐이 들려왔고, [MASK]는 그게 누구의 소리인지 알 것 같았어. "정말 우리를 부르는 걸까?" 그녀가 물었지.
지수	"그는 질문을 쏟아냈어. 거기가 어디인지, 왜 문을 찾아보지 않았는지, 정원사들에게는 물어봤는지 말이야. '[MASK]들은 그 얘길 안 하려고 해. 아마 질문에 대답하지 말라는 지시를 받은 것 같아.'"
영수	"다음 날 그들은 다시 한번 수색을 시작했고, 그 집에 오랫동안 아무도 침입하지 않았다는 결론을 내릴 수밖에 없었어. 하지만 [MASK]가 운 좋게 무언가를 발견하지 않았다면 그들은 벌써 동네를 떠났을지도 몰라."
서연	"'매듭이네!' [MASK]는 항상 남을 돕고 싶어 했기에 주변을 걱정스럽게 살피며 말했어. '아, 제가 푸는 걸 도와드릴게요!' 하지만 생쥐는 '그럴 필요 없어요.'라며 자리에서 일어나 걸어가 버렸지."
서연	"하인이 말했어. '그게 제일 먼저 해야 할 질문이잖아.' 틀린 말은 아니었지만, [MASK]는 그런 지적을 받는 게 싫었어. '정말 끔찍해. 이 안의 생물들은 왜 이렇게 사사건건 따지려 드는 거야.' 그녀가 혼잣말로 투덜거렸지."
서연	"'우선 내가 누구인지부터 알려주세요. 그 사람이 마음에 들면 올라가겠지만, 아니면 누군가 다른 사람이 될 때까지 여기 밑에 있을래요. 아휴, 세상에!' [MASK]는 눈물을 터뜨리며 외쳤어. '제발 그들이 머리 좀 내밀어 줬으면 좋겠어!'"
서연	"[MASK]는 생각했어. '지금 이 생쥐한테 말을 거는 게 의미가 있을까? 여긴 워낙 모든 게 뒤죽박죽이라 말도 할 수 있을 것 같긴 한데. 어쨌든 시도해 본다고 손해 볼 건 없겠지.'"
서연	"'제가 숨겨드릴게요.' [MASK]가 말하고는 근처에 있던 커다란 화분에 그들을 집어넣었어. 세 명의 병사들은 잠시 주변을 헤매며 그들을 찾다가 조용히 다른 사람들을 따라 행진해 나갔지. '그놈들 목을 쳤느냐?' 중전이 소리쳤어."
서연	"하지만 그녀는 우선 몸이 더 줄어드는지 보려고 잠시 기다렸어. 조금 불안해졌거든. '이러다 정말 양초처럼 싹 다 타서 없어져 버릴지도 몰라.' [MASK]는 혼잣말을 했지."
서연	"'배심원들이 모두 제자리에 돌아올 때까지 재판을 진행할 수 없다!' 임금님이 아주 엄중한 목소리로 말했어. 그는 [MASK]를 뚫어지게 쳐다보며 '모두!'라고 다시 한번 강조했지."
서연	"[MASK]는 일이 다 엉망이 될 것 같아 걱정스러웠지만 감히 거역하지 못하고 떨리는 목소리로 계속 읊조렸어. '난 그자의 정원을 지나며 한 눈으로 지켜봤지, 올빼미와 표범이 어떻게 파이를 나눠 먹는지 말이야—'"
서연	"'저한테 당신의 이야기를 들려주기로 약속했잖아요.' [MASK]가 말했어. '그리고 왜 당신이 고양이와 개를 싫어하는지도요.' 그녀는 생쥐가 또 화를 낼까 봐 아주 조심스럽게 속삭였지. '내 이야기는 아주 길고 슬픈 사연이란다!'"
서연	"[MASK]가 지식을 좀 뽐내고 싶어서 신나서 말했어. '낮과 밤이 뒤섞여 버리면 얼마나 엉망이 되겠어요! 그건 결코 좋은 일이 아닐 거예요!'"
서연	"[MASK]가 숲속을 헤치며 나아갈 때 말했어. '내 인생에서 이렇게 멍청한 파티는 처음이야!' 그 말을 하는 순간, 나무 중 하나에 안으로 들어가는 문이 있는 게 보였지."
서연	"3월의 토끼가 권유하듯 말했어. '포도주 좀 마셔.' [MASK]가 식탁을 둘러봤지만 차 말고는 아무것도 없었어. '포도주는 보이지 않는데요.' 그녀가 대답했지."
서연	"'걔네는 무조건 돌고래랑 같이 다녀야 해.' 가짜 거북이 말했어. '영리한 물고기라면 돌고래 없이 어디든 가지 않거든.' [MASK]가 정말 놀란 목소리로 되물었어. '정말요?'"
서연	"[MASK]는 토끼가 자기를 찾으러 오는 걸 알고 온몸이 떨려서 집이 다 흔들릴 정도였어. 자기가 지금 토끼보다 천 배는 더 크다는 사실도, 무서워할 이유가 전혀 없다는 것도 완전히 잊은 채 말이지."
서연	"노래에 푹 빠져 있던 [MASK]가 말했어. '내가 대구였다면 돌고래한테 이렇게 말했을 거야. '저리 가세요, 당신이랑 같이 가기 싫거든요!''"
서연	"임금님이 안경을 쓰고 누가 말하는지 찾으려고 주변을 살피고 있었어. [MASK]는 배심원들이 어깨 너머로 '바보 같은 것들!'이라고 받아 적는 걸 훤히 볼 수 있었지."
서연	"[MASK]는 이 모든 상황이 말도 안 된다고 생각했지만, 다들 너무 엄숙한 표정이라 감히 웃을 수 없었어. 딱히 할 말이 없어서 그녀는 최대한 근엄한 표정으로 고개를 숙이며 골무를 건네받았지."
나비	"'나비 이야기를 꺼내지 말걸!' 그녀는 침울한 목소리로 혼잣말을 했어. '여긴 아무도 나비를 안 좋아하는 것 같아. 세상에서 제일 착한 고양이인데!'"
서연	"갑자기 그녀 앞에 다리가 세 개 달린 유리 테이블이 나타났어. 그 위에는 아주 작은 금빛 열쇠 하나 말고는 아무것도 없었지. [MASK]는 제일 먼저 이게 대강당의 문 중 하나에 맞는 열쇠일지도 모른다고 생각했어. 하지만, 아뿔싸!"
서연	"...하나가 '멍청하다'는 글자도 제대로 못 써서 옆 사람에게 물어보고 있는 게 보였어. '재판이 끝나기 전에 칠판이 아주 엉망진창이 되겠어!' [MASK]는 생각했지."
서연	"대강당 사방에 문이 있었지만 모두 잠겨 있었어. [MASK]가 한쪽 끝에서 다른 쪽 끝까지 모든 문을 다 열어보려고 애쓴 뒤, 그녀는 어떻게 다시 나갈 수 있을지 걱정하며 강당 한가운데를 슬프게 걸어갔어."
서연	"진짜 큰 문제는 '무엇을?'이었어. [MASK]는 주변의 꽃과 풀잎들을 다 둘러봤지만, 이런 상황에서 먹거나 마실 만한 건 전혀 보이지 않았어."
서연	"'지금까지 내가 한 말들을 다 너한테 선물로 줄게.' '참 값싼 선물도 다 있네!' [MASK]는 생각했어. '생일 선물을 저런 식으로 안 줘서 다행이야!' 하지만 차마 그 말을 입 밖으로 내지는 못했지."
서연	"'오, 계속 걷다 보면 분명히 도착하게 되어 있어.' 고양이가 말했어. [MASK]는 부정할 수 없는 사실이라고 느꼈고, 다른 질문을 던졌어. '이 근처에는 어떤 사람들이 사나요?'"
서연	"'하루 종일 걸리지 말고 빨리 말해!' 그가 계속 말을 이어갔어. '그래요, 믿지 않겠지만 우린 바다 속에 있는 학교에 다녔답니다—' '안 믿는다고 말한 적 없거든요!' [MASK]가 말을 끊었어."
서연	"'그럼 가자,' 여왕이 말했어. '그가 자기 이야기를 해줄 거야.' 그들이 함께 걸어갈 때, [MASK]는 왕이 사람들에게 낮은 목소리로 '모두 사면하노라'라고 말하는 걸 들었어."
서연	"'아, 그건 싫은데!' '오, 이 바보 같은 [MASK]야!' 그녀는 스스로에게 대답했어. '여기서 어떻게 공부를 하겠니? 너 하나 들어가기도 좁은데 교과서 둘 자리가 어딨어!'"
서연	"'그렇게는 안 될걸' [MASK]는 생각했어. 창문 바로 아래에서 토끼 소리가 들릴 때까지 기다렸다가, 그녀는 갑자기 손을 뻗어 허공을 낚아채려 했어. 아무것도 잡히지 않았지만 말이야."
서연	"'그 말의 교훈은 '내 게 많을수록 네 건 적어진다'는 거지.' '아, 알아요!' 이 마지막 말을 제대로 듣지 않은 [MASK]가 외쳤어. '그건 채소잖아요.'"
서연	[MASK]는 그런 기상천외한 삶이 어떨지 상상해보려 했지만 너무 머리가 복잡해졌어요. 그래서 계속 물었죠. "그런데 왜 우물 바닥에서 산 거예요?"
서연	[MASK]가 고개를 들자 여왕이 팔짱을 낀 채 폭풍전야처럼 찌푸린 얼굴로 앞에 서 있었어요. "폐하, 정말 좋은 날씨입니다!" 공작부인이 가냘픈 목소리로 말을 건넸어요.
서연	"너희들을 챙겨주기엔 내가 너무 멀리 있게 될 거야. 너희들끼리 알아서 잘 지내야 해. 하지만 내가 그애들한테 잘해줘야겠어." [MASK]는 생각했어요. "안 그러면 걔들이 내가 가고 싶은 길로 안 가줄지도 몰라!"
서연	[MASK]는 부채와 장갑을 집어 들었어요. 강당 안이 너무 더웠거든요. 그녀는 계속 말을 하면서 부채질을 멈추지 않았어요. "어머나! 오늘 왜 이렇게 모든 게 기묘하지? 어제까지만 해도 평소랑 똑같았는데."
서연	"무슨 기억이 안 난다는 거냐?" 애벌레가 물었어요. "음, '꿀벌은 부지런도 하여라'를 읊어보려고 했는데, 내용이 다르게 나와요!" [MASK]가 아주 침울한 목소리로 대답했어요.
서연	가장 먼저 닥친 문제는 물론 어떻게 몸을 다시 말리느냐였어요. 그들은 회의를 시작했고, 몇 분 뒤 [MASK]는 마치 평생 알고 지낸 사이처럼 그들과 자연스럽게 대화하는 자신을 발견했어요.
서연	"그럼 제발," [MASK]가 말했어요. "어떻게 들어가야 하죠?" 하인은 그녀를 쳐다보지도 않고 말을 이어갔어요. "우리 사이에 문만 없었어도 노크하는 게 의미가 있었겠지만 말이야."
