우성	아직 설명되지 않은 사실 하나는, 주인의 발자국이 대문을 통과할 때부터 모양이 변했다는 [MASK]의 증언입니다. 그때부터는 마치 발가락으로만 걷는 것처럼 보였다고 하더군요.
시현	가끔 바쁜 업무를 처리하다 보면, 나도 모르게 다급한 목소리로 [MASK]을 부르곤 했다. 서류를 묶을 빨간 끈의 매듭 위에 손가락을 좀 대달라는 식의 사소한 심부름을 시키기 위해서였다.
민정	나 같은 사람에게도 인생의 볕은 드는 법이다. 제5장. 1월 19일 새벽 5시가 갓 지났을 무렵, [MASK]이 내 방으로 촛불을 들고 들어왔을 때 나는 이미 옷을 다 입고 나갈 준비를 마친 상태였다.
영준	[MASK]은 긴장을 풀었지만 심장은 여전히 요동치고 있었다. 그 사람들 면전에서 당장이라도 무슨 일이 터졌으면 좋겠다고 생각했다. 마침내 검시관이 탁자로 다가가 아주 신중하고 섬세한 동작으로 협박 쪽지를 집어 들었다.
CJ	   ‘저희 조건이 꽤 경쟁력 있다는 걸 알게 되실 겁니다.’ 나중에 사무실에서 [MASK] 측 담당자가 다시 주장했다. ‘종합적으로 보면 경쟁사에서 제시할 수 없는 수준이죠.’ 하지만 나에겐 전혀 중요한 일도, 흥미로운 일도 아니었다.
K21	   탱크를 숨기려고 참호까지 팠다는 거 알아? 기술자들이 마트 주차장을 아주 박살을 내놨더라고. 너희 탱크도 있었어? 친구, 우리한텐 없는 게 없었어. 탱크, [MASK], 50구경 기관총에 신형 박격포까지 다 갖췄었지.
민수	멀리서 들려오는 자신의 작은 목소리가 들렸다. 그러자 아버지가 대답했다. "사람은 두려울 때만 용감해질 수 있는 거란다." 자, [MASK], 까마귀가 재촉했다. 선택해. 날아오르든가, 아니면 죽든가.
바둑이 	 이틀 밤낮 동안 기차 끝 칸에 실려 끌려가는 동안, [MASK]은 물 한 모금 마시지 못했다. 잔뜩 화가 난 녀석은 처음엔 으르렁거리며 사람들을 위협했지만, 사람들은 오히려 녀석을 괴롭히며 응수했다.
바둑이	 그는 [MASK]을 괴롭히기 위해 온갖 수단을 동원했고, 둘 중 하나가 죽어야만 끝날 싸움을 계속 걸어왔다. 여행 초반에 무슨 사고라도 나지 않았다면, 진작에 사달이 났을 일이었다.
바둑이	 “내가 내려올 때까지 가까이 있어. 무기를 들어야 할지도 몰라.” “무기요?” [MASK]이 말했다. “그런 건 딱 질색이에요. 전 빼주세요.” “총격전이 시작되면 생각이 바뀔걸.”
황제	‘일에는 다 방법이 있는 법이지.’ ‘황제의 것은 [MASK]에게?’ 주자가 물었다. ‘지금 임무 중이라 그 주제는 논할 수 없네.’ 신부가 소매에 달린 십자가 문양을 힐끗 보며 대답했다.
은수	“계속해. 크리스마스 아침처럼 즐거울 거야, [MASK].” 사람들로 북적이는 강남대로, 욕망과 만족의 소용돌이 속에서 사람들은 마치 바람에 흔들리는 풀잎처럼 요동치고 있었다.
지영	‘아침마다 몸이 좀 안 좋아요. 아빠가 제가 너무 빨리 커서 그렇대요.’ 지영은 기운을 내보려 애쓰며 [MASK]의 옆에 앉았다. ‘당신이 말하는 천국이 이런 곳인가 봐요.’ 그녀가 억지 미소를 지으며 말했다.
지현	[MASK]의 마음을 짓누르는 이 슬픔을 누가 이해할 수 있을까? 남편을 지극히 사랑하지만 돌아오는 건 무관심뿐인 아내라 할지라도, 그녀가 겪는 고통의 깊이를 짐작조차 하기 어려울 것이다.
재원	세상에... 방이라도 잡지 그래. 나는 민망해서 발끝만 쳐다봤다. 슬쩍 고개를 들어 [MASK]을 보니, 그가 나를 뚫어지게 응시하고 있었다. 나는 눈을 가늘게 뜨고 그를 노려보았다. 왜 넌 저렇게 키스 못 해줘?
대령	교활해서 믿을 수가 없고, 속내를 전혀 알 수가 없었다. “제가 직접 말씀드리기엔 좀 쑥스럽네요, [MASK]. 소령님이 좀 객관적으로 말씀해 주시죠.” 소령은 헛기침을 하더니 무미건조한 목소리로 입을 열었다.
영수	"그들은 잊지 못할 본때를 보게 될 겁니다." "이봐, 영수. 너무 성급하게 굴지 마." 대령이 경고하듯 그를 타일렀다. "괜한 분란 만들지 마라. 하지만... 세상은 변해야지." [MASK]은 자리에서 일어나 고개를 저었다.
백작	나는 그가 예전에 남겼던 작은 흉터를 보았다. ‘내 본능이 말해주고 있었어. [MASK]은 나를 잊지 않았고, 다시 나를 찾아올 거라고. 나는 주머니에 마늘을 채우고 마음을 굳게 먹었지.’
지훈	이제 1분만 있으면 열한 살이다. 30초... 20초... 10... 9... [MASK]을 깨워서 짜증 나게 해볼까? 3... 2... 1... 쾅!
시현	그녀는 평소처럼 빠르고 정확한 동작으로 벽장에서 신발 상자를 꺼내 [MASK]에게 건넸다. “시현아, 넌 아직 내 질문에 대답 안 했어.” “무슨 질문요, 자기야?” 그가 천진난만하게 웃으며 물었다.
서연	"혹시 다른 사람을 마음에 두고 있나요?" "세상에 그런 사람은 없어요. 난 [MASK]을 사랑하고 우리 결혼 날만 손꼽아 기다리고 있어요. 그러니 날짜를 잡아요. 그날부로 내 삶을 당신의 행복을 위해 바칠게요."
민주	하지만 [MASK]은 속으로 그가 무슨 말을 하는지 정확히 알고 있다고 생각했다. 그는 일찍 가정을 꾸리고 싶어 했고, 아주 고귀한 동기로 결혼하려는 것처럼 보였기 때문이다.
하준	“네가 만약 사령부를 떠나게 된다면, 절대 알 수 없는 사실들을 알려주마. 전쟁이 끝나기 전까지 말이다.” [MASK]은 화가 났다. “나를 조금이라도 안다면, 내가 비밀을 잘 지킨다는 것도 알 텐데요.”
영준	“난간 너머로 올라와.” [MASK]이 한 마디 한 마디 힘주어 말했다. “5분 동안 그 벼랑 끝에 매달려 있을 수 있다면 네 비겁함을 잊어주마. 못 하겠다면, 훈련을 계속 시킬 수 없어.”
영수	이 말을 끝내자마자 그는 다시 문턱에 주저앉아 아까보다 더 크게 웃어제꼈다. ‘[MASK]이 뭐라고 할까?’ 영수가 숨을 헐떡이는 틈을 타서 친구에게 물었다.
지후	화면에 '우주 건설 함대'라는 글자가 초록색으로 번뜩였다. [MASK]이 화면 하단의 커다란 빨간 버튼을 누르자 글자들이 요동치기 시작했다. 동시에 책에서 차분하고 절제된 목소리가 흘러나왔다.
한국은행	‘첫째, 나도 잘 몰라. 둘째, 넌 이미 너무 많이 알고 있어서 알아도 말 안 해줄 거야. 그 물건이 여기 있는 건 다 이유가 있어. [MASK]에서 도난당할 뻔했다는 거, 너도 이미 눈치챘잖아?’
지우	[MASK]은 거울에서 본 장면을 차라리 잊고 싶었지만 그럴 수 없었다. 악몽이 시작되었다. 초록색 불빛 속에서 부모님이 사라지고, 날카로운 웃음소리가 들리는 꿈을 반복해서 꾸었다.
하준	‘천국에 갔겠지. 우리가 정신 차리고 나쁜 길에서 벗어나기만 한다면 언젠가 만날 수 있을 거야!’ ‘그럼 _그 여자_는 정신을 차렸다는 거야?’ [MASK]이 비웃으며 물었다.
재원	그는 다시 외곽 쪽으로 발걸음을 옮겼다. “어이! 거기 칼 찬 친구,” 누군가 불렀다. [MASK]이 뒤를 돌아보니 초록색 점퍼를 입은 보안 요원이 손짓하고 있었다. 무전기를 찬, 보안팀 책임자였다.
시현	“그래서 남은 잔금이 얼마죠?” “7억 4천만 원입니다.” [MASK]은 놀란 듯 눈썹을 치켜올렸다. “그렇게 큰 금액이 얽혀 있는 줄은 꿈에도 몰랐군요.” 그가 말했다.
소외 계층	“식량은 걱정 마세요. 안쪽에 먹을 게 널렸으니까요.” “[MASK]이 문제가 아닙니다. 그 말 뒤에 숨겨진 경고가 들리는군요.” 지사가 여전히 서 있는 신부 쪽으로 몸을 기울이며 말했다.
지영	그는 침대에 몸을 뻗었다. 하얀 시트 위로 옷과 머리카락에서 먼지가 떨어졌다. 무드 조명을 켤 필요도 없었다. [MASK]은 창문을 불투명하게 만드는 버튼을 누르며 깨달았다. 낮의 회색빛이 사라졌다.
지현	"마음만 먹으면 나도 저 정도는 쓸 수 있어." [MASK]은 그 쓰레기 같은 글에 감탄하는 게 우스워 대답했다. "운이 좋으면 나도 저렇게 돈을 벌 수 있겠지. 저런 이야기로 꽤 잘 먹고산다더라고."
욥	    “네가 멍청하게 태어난 게 내 잘못은 아니잖아.” 그녀가 말했다. “넌 태어날 때부터 바보였고 앞으로도 안 변할 거야. 정말 [MASK]의 인내심을 시험하는구나.”
영준	“잘했어!” [MASK]은 말의 고삐를 잡고 강변 우측 도로로 부드럽게 방향을 틀었다. 해는 이미 졌고, 나무를 뿌리째 뽑아버릴 듯했던 거센 바람도 이제는 조금 잦아든 것 같았다.
민주	나는 우울함과 비참함에 사로잡혀 차라리 죽는 게 낫다고 생각했다. 한때는 내가 죄를 지었다고 거짓 자백이라도 할까 고민했다. 무고한 [MASK]보다 차라리 죄인이 되는 게 덜 괴로울 것 같았다.
우성	"아래층에 먹을 게 있는지 보고 올게." [MASK]이 말했다. "별로 없을 것 같긴 하지만." 식사를 마친 투명인간은 아주 거창한 식사를 끝낸 뒤 담배를 요구했다.
납치	그도, 그녀도 무사했다. 둘 다 자유의 몸이 되었지만, 그녀는 지난 사흘간 어디 있었는지 말하지 않았다. [MASK]도 생각만큼 끔찍한 일은 아니었다고 그는 농담조로 말했다. 대접은 아주 훌륭했다고 말이다.
이 교수	 “살리고 싶습니다. 복합 골절은 항상 절단이 답이었지만, 이젠 달라야 합니다. [MASK]이 한두 건 성공했다는 논문을 봤어요. 그가 제안한 대로 페놀 소독법을 써보겠습니다.”
이 장군	 사람들 입에 오르내리는 소문에 따르면, 장군은 방구석에 앉아 사람들을 죽음으로 내몰거나, 아니면 [MASK]처럼 다시 돌아와 영웅적인 상륙 작전을 직접 진두지휘할 계획이라고 했다.
서연	[MASK]은 초록색 문으로 다가가 손잡이를 돌렸다. 문이 열리지 않기를 바랐다. 그 신비한 정원을 찾았다는 확신을 얻고 싶었기 때문이다. 하지만 문은 너무나 쉽게 열렸고, 그녀는 과수원 안으로 들어갔다.
서연	젊은이들은 대개 글쓰기를 좋아한다. [MASK]은 제대로 배운 적은 없지만, 친구의 필체를 흉내 내며 연습한 끝에 제법 능숙해졌다. 연습 덕분에 문장도 다듬어졌고, 그녀의 재기발랄함이 글에 힘을 실어주었다.
김 화백	 “메디치 궁의 견습생으로 있을 때가 나았지. 그때는 너를 위해 저축이라도 할 수 있었으니까.” [MASK]은 창밖으로 밤거리를 순찰하는 경비원의 모습을 멍하니 바라보았다.
지영	그는 죽은 듯이 고요한 거실을 응시했다. 전자 태양을 켜기만 하면 생명력이 넘쳐흐를 텐데 지금은 그저 잿빛 바다 같았다. “보세요,” [MASK]이 말했다. “내 ‘가족’은 사람들이에요. 그들이 내게 말을 걸면 같이 웃죠!”
박 씨	그 이탈리아인이 남긴 암시들은 강렬했지만, 내 머릿속에 박힌 [MASK]의 성격에 비하면 아무것도 아니었다. 그의 표정에는 그 모든 흉측한 비밀들이 고스란히 적혀 있는 것 같았다.
박 교수	 “처음엔 소령이 되어보려 했지. 지금은 인도주의자가 되었지만, [MASK]처럼 폭력을 찬양하는 이들의 입장도 이해할 만한 지적 식견은 갖췄다고 생각하네. 자연의 그 오만하고 광기 어린 전쟁 말이야.”
하준	올해 농사는 그들이 현명했다. head를 가로저으며 이웃들을 동정하는 척했지만, 속으로는 자신의 선견지명에 뿌듯해했다. 마침내 비가 내리기 시작하자 [MASK]은 남은 씨고구마를 심었다.
아빠	“일어나! 뭐 하고 있어?” 나는 눈을 뜨고 주위를 둘러보며 여기가 어디인지 확인하려 애썼다. 해는 이미 떠 있었고 나는 깊이 잠들어 있었다. [MASK]은 아주 불만 가득하고 병색이 완연한 얼굴로 나를 내려다보고 있었다.
민주	어느 여름날 오후, [MASK]이 뛰어다닐 만큼 컸을 때, 그녀는 들꽃을 한 움큼 꺾어 엄마의 가슴에 하나씩 던지며 놀았다. 주홍글씨에 꽃이 맞을 때마다 마치 작은 요정처럼 깡충깡충 뛰며 즐거워했다.
민주	아이는 턱을 가슴에 묻고 이 문양을 아주 묘한 시선으로 응시했다. 마치 세상에 태어난 유일한 목적이 이 숨겨진 의미를 알아내는 것인 양 말이다. "엄마가 이게 무슨 뜻인지 물어볼까?" [MASK]은 생각했다.
영수	"모래사장에서도 연기를 피울 수 있어." "맞아!" "연기다!" "수영장 옆에서!" 아이들이 웅성거리기 시작했다. 오직 [MASK]만이 산 위의 불을 옮기자는 지적인 용기를 낼 수 있었다.
맥심	일반 대중은 그녀의 매혹적인 몸매를 단 한 번도 훔쳐본 적이 없었다. [MASK] 같은 잡지들이 거액의 사례금을 제안하며 제발 노출해달라고 애원하고 빌었음에도 불구하고 말이다. 하지만 그 금액조차 그녀에겐 충분치 않았다.
영준	하지만 [MASK], 그는 음식을 먹을 때 아주 야만적인 소리를 냈다. 어찌나 흉측한 소리였는지, 겁에 질린 조수가 혹시 자기 팔에 이빨 자국이 남지 않았나 살펴볼 정도였다.
서현	오늘 여기서 우리 사이에 일어난 일 이후로, 이 사건은 완전히 미궁에 빠졌어. [MASK]의 결백함은 그녀의 어머니도 알고 나도 알다시피 의심의 여지가 없는데 말이야.
하준	“오, 너 마법 할 줄 알아? 어디 한번 보여줘 봐.” 그녀가 자리에 앉았다. [MASK]은 당황한 기색이 역력했다. “어... 알았어.” 그는 헛기침을 하더니 주문을 외웠다. “햇살아, 데이지야, 버터야, 저 뚱뚱한 쥐를 노랗게 만들어라!”
영수	“누구 이긴 사람 있어?” [MASK]이 넓고 검은 손으로 난간을 치며 좁은 철제 계단을 내려왔다. 그 소리가 공용실에 울려 퍼졌다. 칸막이에 앉아 있던 대여섯 명의 남자들이 웃으며 고개를 들었다.
사탄	"땅이 있어야 할 곳에 공기가 있었고, 공기 중에 물이 있었으며, 물속에 땅이 있었다. 그리고 도처에 불길이 가득했다. [MASK]이 주님께 쫓겨난 이후로 들어본 적 없는 굉음과 함께 모든 원소가 하나로 뒤섞였다!"
사우론	 하지만 오랫동안 그는 바다의 군주들에게 감히 도전하지 못하고 해안에서 물러나 있었다. 하지만 [MASK]은 언제나 교활했고, 그가 아홉 반지로 유혹한 이들 중 세 명은 누멘도르 혈통의 위대한 군주들이었다고 전해진다.
박 씨	기회만 생기면 사람들은 그를 말에서 내려오게 해서 가두고 술을 깨우려 애썼지만 소용없었다. 그는 다시 거리로 달려 나가 [MASK]에게 온갖 욕설을 퍼부어댔다.
지후	"좋은 아침입니다, 여러분." [MASK]이 작별의 키스를 날리며 미소 지었다. 테라스 뒤쪽 골목은 물바다였고, 젖은 쓰레기 더미 사이로 조심스레 발걸음을 옮길 때 담장 너머 수녀원에서 미친 수녀의 비명소리가 들려왔다.
이 씨	[MASK]은 그 질문에 아주 단호하게 대답했다. "내 핑계 대면서 미루지 마라!" "알겠어요. 무슨 뜻인지 알겠다고요. 당신이 잘 대처할 거란 건 알지만, 그녀를 보고 싶지 않은 거잖아요."
짐승남	 곧 그의 예민한 귀에 발소리와 덤불을 헤치고 나가는 거대한 짐승의 기척이 들렸다. [MASK]은 달빛이 비치는 작은 공터까지 그 짐승의 뒤를 소리 없이 쫓아갔다.
재원	잠시 후 그들이 움직이는 걸 보고서야 살아있다는 걸 확인한 전사들이 전진했다. 내 형 주위에 검은 무리가 에워쌌다. "[MASK]," 내가 부르자 그는 다시 화면을 눌렀고, 1층에 있던 모든 이들이 멈춰 섰다.
영수	그녀는 네 인터뷰는 쓰지도 않았어. 저쪽 농장에 있는 [MASK] 인터뷰를 썼지. 너한텐 뭐 줬어? “그냥 현금으로 줬어. 그걸로 돼지랑 강아지, 거위 한 마리 샀지.” “하!”
영수	다음 날 그들은 다시 수색을 시작했지만, 그 집에 오랫동안 아무도 살지 않았다는 결론만 내렸다. 하지만 [MASK]이 운 좋게 무언가를 발견하지 않았다면 그들은 벌써 마을을 떠났을 것이다.
김 형사	 “저는 여기저기 쑤시고 다니면서 멍청한 질문 던지는 데 아주 소질이 있거든요. 명분이 좋으면 맥주도 꽤 잘 마시고요.” 수장은 웃으며 [MASK]에게 언제든 찾아오라고 말한 뒤 차를 타고 떠났다.
지후	"쾅! 엎드려!" 사람들은 로켓 폭탄을 '스팀선'이라는 별명으로 불렀다. [MASK]은 즉시 바닥에 얼굴을 묻었다. 그런 경고가 들릴 때면 사람들의 직감은 대개 정확했다.
지영	그는 돈을 자세히 살펴보았다. 그만이 그 돈을 만질 수 있었다. “여기 이 여자가 인디언 공주 [MASK]란다.” 할아버지는 지폐 하단에 날아오르는 독수리 모양을 가리키며 말했다.
